ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
73,Liza Women Wedges,4844,Key Features of Liza Women Wedges Occasion: Casual Formal Party Material: Synthetic Leather Color: Blue Heel Height: 3Liza Women Wedges Price: Rs. 1393 LIZA offers an exclusive range of Sandal. Made from fine quality material this pair of Sandal is durable and comfortable to wear. This pair will definitely keep your feet dry cool and comfortable. Buy this pair of Liza Sandal and team it up with deSpecifications of Liza Women Wedges General Occasion Casual Formal Party Ideal For Women Sandal Details Weight 250 g (per single Sandal) - Weight of the product may vary depending on size. Type Wedges Heel Height 3 inch Outer Material Synthetic Leather Color Blue In the Box 1 Pair Of Sandal Additional Details Care Instructions Clean with a mild damp cloth with regular water.,Jo-Ann Fabric and Craft Stores,73,73
74,HRS ULTIMATE BOY Elbow Pads,9818,HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) Price: Rs. 230 Light wt. Moulded HD foamSpecifications of HRS ULTIMATE BOY Elbow Pads (WHITE RIGHT-HANDED) General Type Elbow Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 50 g In the Box Sales Package 1 Pad,Lowe’s,74,74
75,Sathiyas Cotton Bath Towel,6443,Specifications of Sathiyas Cotton Bath Towel (3 Bath Towel Red Yellow Blue) Bath Towel Features Machine Washable Yes Material Cotton Design Self Design General Brand Sathiyas Type Bath Towel GSM 500 Model Name Sathiyas cotton bath towel Ideal For Men Women Boys Girls Model ID asvtwl322 Color Red Yellow Blue Size Mediam Dimensions Length 30 inch Width 60 inch In the Box Number of Contents in Sales Package 3 Sales Package 3 Bath Towel,Costco,75,75
76,HRS ULTIMATE MEN Chest Pads,5182,Specifications of HRS ULTIMATE MEN Chest Pads (WHITE RIGHT-HANDED) General Type Chest Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 200 g In the Box Sales Package 1 Pad,Alibaba,76,76
77,Eurospa Cotton Terry Face Towel Set,2866,Key Features of Eurospa Cotton Terry Face Towel Set Size: small Height: 9 inch GSM: 360Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Price: Rs. 299 Eurospa brings to you an exclusively designed 100% soft cotton towels of export quality. All our products have soft texture that takes care of your skin and gives you that enriched feeling you deserve. Eurospa has been exporting its bath towels to lot of renowned brands for last 10 years and is famous for its fine prints absorbency softness and durability. NOTE: Our product is 100% cotton so it is susceptible to shrinkage. Product color may vary from the picture. Size may vary by ±3% WASH CARE: Wash in cold Water Do not Iron Do not Bleach Flat dry Wash before first use. SIZE- FACE TOWEL - 23 cms X 23 cms.Specifications of Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Bath Towel Features Material Cotton Terry Design SHUVAM General Brand Eurospa GSM 360 Type Face Towel Set Model Name SHUVAM20PCFTSETASSORTED Ideal For Boys Girls Men Women Model ID SHUVAM20PCFTSETASSORTED Size small Color Assorted Dimensions Weight 350 g Length 9 inch Width 9 inch In the Box Number of Contents in Sales Package 20 Sales Package 20 PIECE FACE TOWEL SET,Newegg.com,77,77
78,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,9008,Key Features of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet Royal Bedsheet Perfact for Wedding & GiftingSpecifications of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet (1 Bedsheet2 Pillow Cover Multicolor) General Brand SANTOSH ROYAL FASHION Machine Washable Yes Type Flat Material Cotton Model Name Gold Design Royal Cotton Printed Wedding & Gifted Double Bedsheet With 2 Pillow cover Model ID goldbedi-38 Color Multicolor Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 90 inch / 230 cm Fitted Sheet Width 228 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 28 inch / 72 cm Fitted Sheet Depth 280 cm Fitted Sheet Length 278 cm Flat Sheet Depth 282 cm Flat Sheet Length 110 inch / 280 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet2 Pillow Cover,HomeGoods (TJX),78,78
79,CASEDEAL Microsoft Nokia lumia x2 Back Panel,2708,Specifications of CASEDEAL Microsoft Nokia lumia x2 Back Panel (White) General Brand CASEDEAL Brand Color White Model Number PANEL-A2 Material Plastic Panel Type Back Compatible Model Microsoft Nokia lumia x2 Dimensions Weight 20 g Height 14 cm In the Box 1 Mobile Panel,Sally Beauty Holdings,79,79
80,Mario Gotze Womens Printed Casual Orange Shirt,2199,Key Features of Mario Gotze Womens Printed Casual Orange Shirt Fit: Slim Suitable For: Western Wear Sleeve: Full Sleeve Fabric: Cotton Color:Orange Pattern:Printed Number Of Contents In Package:1Mario Gotze Womens Printed Casual Orange Shirt Price: Rs. 899 1 shirtSpecifications of Mario Gotze Womens Printed Casual Orange Shirt General Details Pattern Printed Ideal For Womens Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric Cotton Fit Slim Placket Classic Collar Additional Details Style Code RRCLS-W-6107,AT&T,80,80
81,Jaipur Print Cotton Floral King sized Double Bedsheet,3048,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This nice bed sheet made up of 100% cotton to give you comfort. This bed sheet is hand printed. This bedsheet gives nice look to your room And its fast colour and good quality gives this bedsheet long life.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Machine Washable Yes Brand Jaipur Print Type Flat Model Name jaipur117 Material Cotton Thread Count 140 Model ID jaipur117 Fabric Care machinewash do not bleach Size King Color White Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0.2 cm Flat Sheet Length 104 inch / 265 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,Overstock.com,81,81
82,Shilpi NHSCN003 Coin Bank,7193,Specifications of Shilpi NHSCN003 Coin Bank (Brown) In The Box Sales Package Coin Bank,Kohl’s,82,82
83,Jaipur Print Cotton Floral King sized Double Bedsheet,5370,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This is nice bed sheet made in ahmedabad and made up of 100% cotton.This bed sheet have fast colours which gives it long life and new look to your room.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Brand Jaipur Print Machine Washable Yes Type Flat Material Cotton Model Name ahmd11 Thread Count 4 Model ID ahmd11 Character flower Color White Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0 cm Flat Sheet Length 104 inch / 265 cm Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,Seven & I,83,83
84,Babeezworld Dungaree Baby Boys  Combo,9753,Specifications of Babeezworld Dungaree Baby Boys  Combo Apparel Combo Details Primary Product Size S Fabric Cotton Pattern Printed Fit Regular Fit Occasion Casual Ideal For Baby Boys Additional Details Style Code bbz1105a Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box Number of Contents in Sales Package 2,CVS,84,84
85,Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,2765,Key Features of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm Brass Height - 10.8 cm Width - 10.16 cm Weight - 850 gSpecifications of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm (Brass Gold) General Brand Redbag Model Number 6437 Type Religious Idols Model Name Eight Armed Goddess Sherawali Maa Material Brass Color Gold Dimensions Weight 850 g Height 10.8 cm Width 10.16 cm Depth 5.08 cm In the Box Sales Package 1 Showpiece Figurine,Carrefour,85,85
86,Proence Weight Gainers  Mass Gainers,2502,Specifications of Proence Weight Gainers Mass Gainers (60 No Unflavored) General Dietary Preference No MSG Brand Proence Flavor Unflavored Usage Timings Pre-workout Post-workout Quantity 60 No Number of Scoops per Container NA Container Type Mason Jar Ayurvedic No Protein Type Weight Gainers Mass Gainers Model Number 10036 Form Capsules Serving Size 60 No Food Preference Veg Composition Atmagupta sd:-85 mg shilajatu:-60 mg  Goksura;-50 mg Ashwagandha:-50 mg  vidari:-50 mg  Musli:-40 mg  jatiphala:-25 mg  lavanga:-20 mg  Visamusthi:-20 mg  Akarakarabha:-20 mg  Kunkuma:-15 mg Tvak:-15 mg Shelf Life 18 Year Important Note Product information provided by the seller on the Website is not exhaustive please read the label on the physical product carefully for complete information provided by the manufacturer. For additional information please contact the manufacturer.,Pier 1 Imports,86,86
87,Discountgod Mens Checkered Casual Shirt,1655,Discountgod Mens Checkered Casual Shirt - Buy Blood Red Discountgod Mens Checkered Casual Shirt For Only Rs. 750 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Tencent,87,87
88,Silver Streak Mens Printed Casual Denim Shirt,7897,Silver Streak Mens Printed Casual Denim Shirt - Buy Blue Silver Streak Mens Printed Casual Denim Shirt For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Toys “R” Us,88,88
89,Cobra Paris CO6394A1 Analog Watch  - For Men  Boys,3742,Cobra Paris CO6394A1 Analog Watch  - For Men Boys - Buy Cobra Paris CO6394A1 Analog Watch  - For Men Boys  CO6394A1 Online at Rs.15195 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Hobby Lobby,89,89
90,TEN TEN Womens Black Knee Length Boots Boots,2684,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,H&M,90,90
91,Aries Gold G 729 S-BK Analog Watch  - For Men  Boys,9895,Aries Gold G 729 S-BK Analog Watch  - For Men Boys - Buy Aries Gold G 729 S-BK Analog Watch  - For Men Boys  G 729 S-BK Online at Rs.13099 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Flipkart,91,91
92,Carlton Boots,8815,Carlton Boots - Buy Carlton Boots - CLL-3106 only for Rs. 1223 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Gap,92,92
93,Maserati Time R8851116001 Analog Watch  - For Boys,6200,Maserati Time R8851116001 Analog Watch  - For Boys - Buy Maserati Time R8851116001 Analog Watch  - For Boys  R8851116001 Online at Rs.24400 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Zappos,93,93
94,Vizion 8503B-1RED Cold Light Digital Watch  - For Boys  Girls,6246,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,Menards,94,94
95,Camerii WM64 Elegance Analog Watch  - For Men  Boys,7529,Camerii WM64 Elegance Analog Watch  - For Men Boys - Buy Camerii WM64 Elegance Analog Watch  - For Men Boys  WM64 Online at Rs.449 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Spar International,95,95
96,Reckler Slim Fit Mens Jeans,5097,Reckler Slim Fit Mens Jeans - Buy Light Blue Shiny Black Reckler Slim Fit Mens Jeans For Only Rs. 5398 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Walgreens,96,96
97,Quechua Arpenaz Novadry Boots,9895,Quechua Arpenaz Novadry Boots - Buy Quechua Arpenaz Novadry Boots - NU-962 only for Rs. 2459 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,QVC,97,97
98,Colat COLAT_MW20 Sheen Analog Watch  - For Men  Women  Boys  Girls,6829,Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls - Buy Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls  COLAT_MW20 Online at Rs.849 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,JD.com,98,98
99,Steppings Trendy Boots,4405,Steppings Trendy Boots - Buy Steppings Trendy Boots - XF-04 only for Rs. 719 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Bath & Body Works,99,99
100,Rochees RW38 Analog Watch  - For Boys,6905,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,eBay,100,100
101,Rorlig RR-028 Expedition Analog Watch  - For Men  Boys,6552,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD112 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Leatherette Black Primary Color Black Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Leatherette Black Primary Material Subtype Foam,Apple,101,101
102,Catwalk Boots,1672,Key Features of AW Bellies Sandals Wedges Heel CasualsAW Bellies Price: Rs. 499 Material: Synthetic Lifestyle: Casual Heel Type: Wedge Warranty Type: Manufacturer Product Warranty against manufacturing defects: 30 days Care instructions: Allow your pair of shoes to air and de-odorize at regular basis; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth; do not use polish or shinerSpecifications of AW Bellies General Ideal For Women Occasion Casual Shoe Details Color Red Outer Material Patent Leather Heel Height 1 inch Number of Contents in Sales Package Pack of 1 In the Box One Pair Of Shoes,Michaels Stores,102,102
103,Magnum Footwear Lifestyle,5961,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black RedSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTGHT_11 In the Box 2 shorts,Williams-Sonoma,103,103
104,T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,9916,Specifications of Sicons All Purpose Arnica Dog Shampoo (500 ml) General Pet Type Dog Brand Sicons Quantity 500 ml Model Number SH.DF-14 Type All Purpose Fragrance Arnica Form Factor Liquid In the Box Sales Package Shampoo Sicons Dog Fashion Arnica,Target,104,104
105,Rialto Boots,2508,Key Features of Eternal Gandhi Super Series Crystal Paper Weights  with Silver Finish Crystal  paper weight Product Dimensions :   8cm x  8cm x 5cm A beautiful product Material: CrystalEternal Gandhi Super Series Crystal Paper Weights  with Silver Finish (Set Of 1 Clear) Price: Rs. 430 Your office desk will sparkle and shine when you accent tables with this elegant crystal paper weight. The multifaceted crystal features Gandhiji’s bust and his timeless message – “My life is my message – M.K. Gandhi”. A beautiful product to gift to your near and dear ones in family and Business.Specifications of Eternal Gandhi Super Series Crystal Paper Weights  with Silver Finish (Set Of 1 Clear) General Model Name Gandhi Paper Weight Mark V Dimensions Weight 323 g In the Box Paper Weight Paper Weight Features Paper Weight Material Crystal Paper Weight Finish Silver Finish,Nike,105,105
106,Kielz Ladies Boots,4993,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red White RedSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 4 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens In the Box 4 shorts Additional Details Style Code ALTGHT4P_26 Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Office Max,106,106
107,Alfajr WY16B Youth Digital Watch  - For Men  Boys,2161,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Brown Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Brown Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD107 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Brown Primary Color Brown Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Brown Primary Material Subtype Foam,Cars.com,107,107
108,La Briza Ashley Boots,1162,Key Features of dilli bazaaar Bellies Corporate Casuals Casuals Material: Fabric Occasion: Ethnic Casual Party Formal Color: Pink Heel Height: 0Specifications of dilli bazaaar Bellies Corporate Casuals Casuals General Occasion Ethnic Casual Party Formal Ideal For Women Shoe Details Weight 200 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Fabric Color Pink,Ikea,108,108
109,TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys  Men,6884,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra White Black Red BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 4 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTGHT4P_39 In the Box 4 shorts,Schwarz Group,109,109
110,Salt N Pepper 13-019 Femme Black Boots Boots,3526,Key Features of Ladela Bellies Brand: LADELA Color : BlackLadela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black,Auchan,110,110
111,Shuz Touch Boots,9343,Key Features of Carrel Printed Womens Fabric: SwimLycra Brand Color: Black WhiteCarrel Printed Womens Price: Rs. 910 Max-coverage swimwear collection from CARREL BRAND Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Black & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded for modesty and support. This Product Support To This Size : L XL XXL 3XL4XL.Specifications of Carrel Printed Womens Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Womens Occasion Sports Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box 1 Swimware,Ulta Salon. Cosmetics & Fragrance,111,111
112,Wrangler Skanders Fit Mens Jeans,3450,Specifications of Sicons All Purpose Tea Tree Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-07 Type All Purpose Fragrance Tea Tree Form Factor Spray In the Box Sales Package Shampoo Sicons Dog Fashion Dry Bath Urban Pet,Verizon Wireless,112,112
113,Steppings Trendy Boots,2751,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_17 In the Box 3 shorts,Shop.com,113,113
114,Salt N Pepper 14-664 Denny Black Boots Boots,5808,Specifications of Freelance Vacuum Bottles 350 ml Bottle (Pack of 1 Green) General Body Material Stainless steel Type Bottle In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 pcs in one packet,Steam,114,114
115,Costa Swiss CS-2001 Analog Watch  - For Boys  Men,9937,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White WhiteSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_2 In the Box 3 shorts,Tesco,115,115
